"CorporateNumber","CorporationName","CorporateStatus","FilingType","AddressLine1","AddressLine2","City","State","ZipCode","Country","FillingDate"
"P05000000081","LUIS RAVELO TRANSPORT, INC.                     ","A","DOMP","           12401 OCKEECHOBEE RD. LOT 200             ","                                          ","HIALEAH GARDENS             ","FL","33016     ","  ","12302004"
"P05000000091","TONI B. LIPSCHER, P.A.                          ","A","DOMP","           393 TEQUESTA DRIVE                        ","                                          ","TEQUESTA                    ","FL","33469     ","  ","01012005"
"L05000000051","ORTHOSURGICAL IMPLANTS, L.L.C.                  ","A","FLAL","           12244 S.W. 130TH STREET                   ","                                          ","MIAMI                       ","FL","33186     ","  ","12302004"
"P05000000101","ISAAC'S PLUMBING SERVICES, INC.                 ","A","DOMP","           12773 SW 45TH TERR                        ","                                          ","MIAMI                       ","FL","33175     ","  ","01012005"
"L05000000061","DESIGN PARTNERS, LLC                            ","A","FLAL","           4332 CLEAR LAKE DRIVE                     ","                                          ","GAINESVILLE                 ","FL","32607     ","  ","12282004"
"P05000000111","MARCELO FERNANDES DOS SANTOS, CORP.             ","A","DOMP","           2000 ATLANTIC SHORES BLVD APT 117         ","                                          ","HALLANDALE                  ","FL","33009     ","  ","01012005"
"L05000000071","HARRY & RUSSELL CAFE, LLC                       ","A","FLAL","           377 W. CHURCH STREET                      ","                                          ","ORLANDO                     ","FL","32801     ","US","12302004"
"L05000000081","QUALITY LEASING I, L.L.C.                       ","A","FLAL","           1006 N. BEAL PARKWAY                      ","                                          ","FORT WALTON BEACH           ","FL","32547     ","  ","12302004"
"L05000000091","BH PROPERTY GROUP LLC                           ","A","FLAL","           1909 TYLER STREET STE 600                 ","                                          ","HOLLYWOOD                   ","FL","33020     ","  ","12302004"
"P05000000121","THREE 7 INTERNATIONAL, INC.                     ","A","DOMP","           371 CHANNELSIDE WALKWAY                   ","#601                                      ","TAMPA                       ","FL","33602     ","US","01012005"
"L05000000101","CHASE INVESTMENT PROPERTIES, LLC                ","A","FLAL","           311 CARDINAL WAY                          ","                                          ","STUART                      ","FL","34996     ","US","12302004"
"L05000000111","TOONZ MUSIC AND MOVIES LLC                      ","A","FLAL","           102 NE 103 STREET                         ","                                          ","MIAMI SHORES                ","FL","33138-2329","US","12312004"
"L05000000121","RECOGIENDO LA COSECHA LLC                       ","A","FLAL","           8025 SW 135TH COURT                       ","                                          ","MIAMI                       ","FL","33183     ","  ","12302004"
"L05000000131","AVONDALE MORTGAGE, LLC                          ","A","FLAL","           4230 ORTEGA BOULEVARD                     ","                                          ","JACKSONVILLE                ","FL","32210     ","  ","01012005"
"L05000000141","ANDREW LACROIX L.L.C.                           ","A","FLAL","           4924 CAMPHOR AVENUE                       ","                                          ","SARASOTA                    ","FL","34231     ","US","12302004"
"L05000000151","R&J FREEDOM SALES ,LLC                          ","A","FLAL","           8466 NORTH LOCKWOOD RIDGE RD              ","SUITE 202                                 ","SARASOTA                    ","FL","34234     ","US","01032005"
"L05000000161","STERLING DEVELOPMENT LLC                        ","A","FLAL","           28440 OLD US 41                           ","BLDG. 200 UNIT 10                         ","BONITA SPRINGS              ","FL","34135     ","US","01012005"
"P05000000131","MARY T SLAY, INC.                               ","A","DOMP","           1316 NW FRONTIER DRIVE                    ","                                          ","LAKE CITY                   ","FL","32055     ","  ","12302004"
"L05000000171","MCAAT ENTERPRIZE LLC.                           ","A","FLAL","           P.O. BOX 83                               ","                                          ","POLK CITY                   ","FL","33868     ","  ","01312005"
"L05000000181","SASSO, LLC                                      ","A","FLAL","           950 N. COLLIER BLVD.                      ","201                                       ","MARCO ISLAND                ","FL","34145     ","  ","12302004"
"P05000000141","K & K INSTALLATIONS INC.                        ","A","DOMP","           6241 SW 16 ST                             ","                                          ","N LAUDERDALE                ","FL","33068     ","US","01032005"
"L05000000201","150 EAST THIRD STREET PROPERTY, LLC             ","A","FLAL","           9099 TIMBERLIN LAKE ROAD                  ","                                          ","JACKSONVILLE                ","FL","32256     ","US","01032005"
"L05000000211","WINDSURF REALTY RENTALS AND SALES LLC           ","A","FLAL","           4430 KATY DRIVE                           ","                                          ","NEW SMYRNA BEACH            ","FL","32169     ","  ","01032005"
"P05000000151","SKYLINK TRI-COMMUNICATIONS INC.                 ","A","DOMP","           51 BEAL PKWY. NE                          ","SUITE B                                   ","FORT WALTON BEACH           ","FL","32548     ","US","12302004"
"L05000000221","ECONOMY AUTO SALVAGE LLC                        ","A","FLAL","           572 WOODVILLE HWY                         ","                                          ","CRAWFORDVILLE               ","FL","32327     ","  ","01012005"
"L05000000231","BLT PROPERTIES I, LLC                           ","A","FLAL","           2033 MAIN STREET                          ","SUITE 600                                 ","SARASOTA                    ","FL","34237     ","  ","12312004"
"L05000000241","CC PROPERTIES II LLC                            ","A","FLAL","           416 W 23RD ST                             ","                                          ","PANAMA CITY                 ","FL","32405     ","  ","01032005"
"P05000000161","GULF COAST YEARBOOKS, INC                       ","A","DOMP","           2226 ALPINE AVE                           ","                                          ","SARASOTA                    ","FL","34239     ","US","01012005"
