"CorporateNumber","CorporationName","CorporateStatus","FilingType","AddressLine1","AddressLine2","City","State","ZipCode","Country","FillingDate"
"L05000053221","JAZMAR LLC                                      ","A","FLAL","           15827 SW 44 ST                            ","                                          ","MIAMI                       ","FL","33185     ","  ","05272005"
"L05000053241","POINSETTIA APARTMENTS, LLC                      ","A","FLAL","           POST OFFICE BOX 4747                      ","                                          ","FORT LAUDERDALE             ","FL","33338     ","  ","05242005"
"L05000053181","LEGACY OF BILOXI, LLC                           ","A","FLAL","           P. O. BOX 6066                            ","                                          ","MIRAMAR BEACH               ","FL","32550     ","US","05272005"
"L05000053251","HARI INVESTMENT, LLC                            ","A","FLAL","           4700 SW ARCHER ROAD                       ","M-87                                      ","GAINESVILLE                 ","FL","32608     ","US","05272005"
"P05000077771","PERSONAL COMMUNICATION CENTER FLORIDA, INC.     ","A","DOMP","           8414 DRAYTON PARK DR.                     ","                                          ","JACKSONVILLE                ","FL","32216     ","  ","05272005"
"P05000077781","PEDRO MEDICAL CENTER, INC.                      ","A","DOMP","           2155 WEST 52ND STREET                     ","SUITE 107                                 ","HIALEAH                     ","FL","33016     ","  ","05272005"
"P05000077791","GUSSI FASHION, INC.                             ","A","DOMP","           9807 NW 80 AVENUE                         ","STE 118                                   ","HIALEAH GARDENS             ","FL","33016     ","  ","05272005"
"L05000053291","K-BACH'S PAINTING, LLC                          ","A","FLAL","           108 S. HATHAWAY STREET                    ","                                          ","CRESTVIEW                   ","FL","32539     ","US","05272005"
"P05000077801","J C MAGAZINE CORP.                              ","A","DOMP","           19180 NW 82 CIRCLE COURT                  ","                                          ","MIAMI                       ","FL","33015     ","  ","05272005"
"P05000077821","J & L GATE REPAIR, INC.                         ","A","DOMP","           5281 SW 88TH TERR                         ","                                          ","COOPER CITY                 ","FL","33328     ","  ","05272005"
"L05000053381","TERESA LYNN HOME REPAIR LLC                     ","A","FLAL","           2755 N. BANANA RIVER DR                   ","#14                                       ","MERRITT ISLAND              ","FL","32953     ","  ","05312005"
"L05000053391","KURTIS WESTLAND LLC                             ","A","FLAL","           7547 DADELAND MALL                        ","UNIT 1060                                 ","MIAMI                       ","FL","33156     ","US","05312005"
"L05000053231","OCALA BROADWAY, LLC                             ","A","FLAL","           1111 N.E. 25TH AVENUE                     ","SUITE 102                                 ","OCALA                       ","FL","34470     ","  ","05272005"
"L05000053271","PENINSULA II, 6F UNIT, LLC                      ","A","FLAL","           1111 BRICKELL AVE.                        ","11TH FLOOR                                ","MIAMI                       ","FL","33131     ","US","05272005"
"L05000053321","MIDTOWN 3 H2604, LLC                            ","A","FLAL","           8002 FLAGLER COURT                        ","                                          ","WEST PALM BEACH             ","FL","33405     ","US","05312005"
"L05000053401","FLORIDA FOREIGN TRADE ECONOMIC DEVELOPMENT ORGAN","A","FLAL","           2335 NW 107TH. AVENUE                     ","SUITE 2M30, BOX 28                        ","MIAMI                       ","FL","33172     ","  ","05302005"
"P05000077831","SHIFF CONSTRUCTION & DEVELOPMENT, INC.          ","A","DOMP","           1103 E. LOS OLAS BLVD                     ","                                          ","FORT LAUDERDALE             ","FL","33301     ","  ","05272005"
"L05000053421","DAVID THOMPSON, LLC.                            ","A","FLAL","           1508 NE 18TH ST                           ","                                          ","FT.LAUDERDALE               ","FL","33305     ","  ","05302005"
"L05000053441","ONEIDA PROPERTIES, LLC                          ","A","FLAL","           PO BOX 17435                              ","                                          ","JACKSONVILLE                ","FL","32245     ","  ","06012005"
"L05000053451","M & M DRYWALL AND PAINTING, LLC.                ","A","FLAL","           6925 NE 5 PLACE                           ","                                          ","OCALA                       ","FL","34470     ","  ","05272005"
"L05000053461","LYNCHPIN INVESTMENTS LLC                        ","A","FLAL","           132 SPOONBILL CT.                         ","                                          ","JUPITER                     ","FL","33458     ","US","05312005"
"M05000002891","NEW SOUTH SUPPLY, LLC                           ","A","FORL","           951 HARBOR ROAD                           ","                                          ","WEST COLUMBIA               ","SC","29169     ","  ","05272005"
"L05000053261","SAIRAM, LLC                                     ","A","FLAL","           14903 DAMSON TERRACE                      ","                                          ","NORTH POTOMAC               ","MD","20878     ","  ","05272005"
"L05000053341","WILKES MAINTENANCE, LLC                         ","A","FLAL","           P O BOX 970                               ","                                          ","HIGHLAND CITY               ","FL","33846     ","  ","05312005"
"P05000077851","BLINDS TO GO INC.                               ","A","DOMP","           2428 CYPRESS TRACE CIR.                   ","                                          ","ORLANDO                     ","FL","32825     ","  ","05272005"
"L05000053471","SUNSTATE TACKLE DISTRIBUTORS LLC                ","A","FLAL","           13415 SUSAN DRIVE                         ","                                          ","HUDSON                      ","FL","34667     ","  ","05272005"
"P05000077861","E B L DESIGN, INC.                              ","A","DOMP","           12570 ORANGE GROVE BLVD                   ","                                          ","ROYAL PALM BEACH            ","FL","33411     ","  ","05272005"
